time	pagename	username	content	photo	video	link	kdv	kq	cmt	
09/08/25 - 12:51	FP - Chuyện của Hà Nội	Trần Thanh Hà				https://youtu.be/amREFHKsPjk?si=2jIMwf4LhDfq0h0j	Vũ		
09/08/25 - 12:51	FP - Chuyện của Hà Nội	Le Thu Huong	Nhưng trời đẹp lắm				Vũ		
09/08/25 - 12:51	FP - Chuyện của Hà Nội	Trần Thanh Hà	Em đi xe máy k thấy đẹp				Vũ		
09/08/25 - 12:51	FP - Chuyện của Hà Nội	Trần Thanh Hà	Nóng điên				Vũ		
09/08/25 - 12:51	FP - Chuyện của Hà Nội	Trần Thanh Hà	Cái mùa mà không bật bình nóng lạnh, nước tắm cũng tự động nóng	514500850_1256412092640296_1116952952580302688_n.jpg			Vũ	L	
09/08/25 - 12:51	FP - Chuyện của Hà Nội	Nguyễn Đức Trọng		527046203_1095541728669079_4551164790343833520_n.jpg			Vũ		
09/08/25 - 12:51	FP - Chuyện của Hà Nội	Minh Nguyễn	e thấy khá mát:))				Vũ	L	
09/08/25 - 12:51	FP - Chuyện của Hà Nội	Trần Thanh Hà	14h về đi em ạ				Vũ	L	
09/08/25 - 12:51	FP - Chuyện của Hà Nội	Le Thu Huong	Lính thật đó :))				Vũ		
09/08/25 - 12:51	FP - Chuyện của Hà Nội	Nguyễn Đức Trọng	:)) nay e còn hữu duyên đổ xăng cùng Bộ CA chị ạ				Vũ	L	
09/08/25 - 12:51	FP - Chuyện của Hà Nội	Minh Nguyễn	mấy con thiết giáp to phết				Vũ		
09/08/25 - 12:51	FP - Chuyện của Hà Nội	Le Thu Huong	Ko air lun				Vũ		
09/08/25 - 12:51	FP - Chuyện của Hà Nội	Minh Nguyễn	đợi e xíu e gửi chị xem e ổn ko tại e quay đoạn nhanh ạ				Vũ		
09/08/25 - 16:17	FP - Chuyện của Hà Nội	Nguyen Ngoc	| 09 . 08 . 2025 - Người Việt yêu nước, đi Bảo tàng |  Những ngày khắp nơi dần ngợp cờ hoa, là cafe check in yêu nước, là 5h sáng đi xem duyệt binh, là sự háo hức đi xem “concert quốc gia”… Nếu chưa biết đi đâu, rủ nhau đi Bảo tàng nhé.  Ngày nắng, Bảo tàng trông xinh như này này. Đến để thấy các em nhỏ xếp hàng vào thăm, các bác lớn tuổi trầm ngâm ngắm nghía, để hiểu thêm về quá khứ hào hùng của dân tộc, để bồi đắp thêm lòng tự hào, biết ơn, niềm tin yêu và trách nhiệm xây dựng, bảo vệ Tổ quốc.  Để trân trọng quá khứ, dựng xây tương lai.  Trước khi ghé nhớ để ý ngày giờ mở cửa, trang phục thích hợp, và rủ được bạn đồng hành nữa thì càng tuyệt nha     Bảo tàng Lịch sử Quân sự Việt Nam  Mận  : Đỗ Vân Anh	"527871540_1108695324547728_1875662232341482205_n.jpg 527537029_744671648204819_3330066003191763770_n.jpg 528113892_4152063865061739_3712920423633428444_n.jpg 526313420_1254700865894536_2048229607879741112_n.jpg 528085603_1515348979834006_6668408683610433428_n.jpg 525775405_3180962965393827_4160743194893947162_n.jpg 526558097_1347790927100936_2354093477669401689_n.jpg 516035759_24197431566585320_7879081760309091982_n.jpg 527832906_2272229079916286_415584203939723440_n.jpg 528073538_1126237609553267_2204660124728581275_n.jpg 528254951_1483382929484072_8929453206258607445_n.jpg"			Vũ	L	
09/08/25 - 16:17	FP - Chuyện của Hà Nội	Le Thu Huong	Tieplua cho tôi với				Vũ	L	
09/08/25 - 16:17	FP - Chuyện của Hà Nội	Nguyen Ngoc	R chị thả tim là e đc chưa nhi hay vânz đợi kiểm duyệt nhi				Vũ		
09/08/25 - 16:17	FP - Chuyện của Hà Nội	Le Thu Huong	Bài này luồng an toàn lên đi				Vũ		
09/08/25 - 16:17	FP - Chuyện của Hà Nội	Le Thu Huong	Tin tức xã hội, đời sống, cá nhân, đạo đức chính trị thì 2 like nhé				Vũ	L	
09/08/25 - 16:17	FP - Chuyện của Hà Nội	Đinh Tiến Tuấn	Hà Nội thí điểm triển khai tuyến buýt điện phục vụ người dân, du khách tham quan lăng Bác, bờ Hồ và các điểm du lịch trung tâm Hà Nội đến hết ngày 31/12/2025.   Theo VTV	517901403_745171764916107_6677363221461885393_n.png			Vũ	L	
09/08/25 - 17:01	FP - Chuyện của Hà Nội	Thanh Bình	[Message Retracted]	528325429_1551525006256823_5455374190671112106_n.jpg			Vũ		
09/08/25 - 17:01	FP - Chuyện của Hà Nội	Le Thu Huong	Em thêm 1 cái title đủ hook cho bài này nhé @Thanh Bình				Vũ	L	
09/08/25 - 17:01	FP - Chuyện của Hà Nội	Thanh Bình	NẠN ĐÓI 1945 - VẾT THƯƠNG ÁM ẢNH CỦA MỘT DÂN TỘC  Trích từ phim Sao Tháng Tám, mô tả một người đàn ông đang bán "khô dầu" ở một khu chợ, một người phụ nữ dùng đồng tiền cuối cùng để mua một mẩu bé xíu bằng đầu ngón tay rồi ăn ngấu nghiến như đây là miếng cuối cùng của cuộc đời. Khô dầu là phần bã thải của lạc, đỗ... sau khi đã ép hết nước dầu, được đóng thành bánh khoanh tròn để bón ruộng hay chăn nuôi gia súc, gia cầm. Hôi đó, nhiêu người còn trộn cả đât sét, vụn cỏ, lá khô... đê tăng khối lương cho bánh khô dầu. Một thứ phê phâm không hơn, không kém.  Vậy mà đồng bào ta phải ăn thứ "phế phẩm" này để cho qua cơn đói. Mà có khô dầu để ăn đã tốt...  Còn phía đằng sau của cái tiệm thúng bán khô dầu này là những xác người, có thể đã chết hoặc đang sống, không ai để ý, chẳng ai quan tâm. Vì hình ảnh người chết đói đã quá quen thuộc, vì người ta còn không đủ nuôi thân chứ đừng nói là lo cho những người xa lạ.  Khung cảnh tái hiện lại những gì đã diễn ra ở 80 năm không khỏi khiến chúng ta xót xa, đau lòng...  Theo: Tifosi #tiepluatuhao		491478813_24334699829496846_2920382251643551549_n.mp4		Vũ	L	
09/08/25 - 17:01	FP - Chuyện của Hà Nội	Thanh Bình	em gửi lại cap ạ				Vũ		
09/08/25 - 17:30	FP - Chuyện của Hà Nội	Minh Vũ	Lên theo dạng ảnh thì sẽ an toàn hơn em nhá, vừa vào clip  đập vào mắt là 1 cụ bà cởi trần r =)))))				Vũ	L	
09/08/25 - 17:30	FP - Chuyện của Hà Nội	Bình	Dạ anh check cap với ảnh giúp em ạ				Vũ		
09/08/25 - 17:30	FP - Chuyện của Hà Nội	Minh Vũ	Một thứ phê phâm ->  Một thứ phế phẩm  80 năm -> 80 năm trước  Sửa lại e nhá				Vũ	L	
09/08/25 - 17:30	FP - Chuyện của Hà Nội	Thanh Bình	NẠN ĐÓI 1945 - VẾT THƯƠNG ÁM ẢNH CỦA MỘT DÂN TỘC  Trích từ phim Sao Tháng Tám, mô tả một người đàn ông đang bán "khô dầu" ở một khu chợ, một người phụ nữ dùng đồng tiền cuối cùng để mua một mẩu bé xíu bằng đầu ngón tay rồi ăn ngấu nghiến như đây là miếng cuối cùng của cuộc đời. Khô dầu là phần bã thải của lạc, đỗ... sau khi đã ép hết nước dầu, được đóng thành bánh khoanh tròn để bón ruộng hay chăn nuôi gia súc, gia cầm.  Hồi đó, nhiều người còn trộn cả đất sét, vụn cỏ, lá khô... để tăng khối lượng cho bánh khô dầu. Một thứ phế phẩm không hơn, không kém. Vậy mà đồng bào ta phải ăn thứ "phế phẩm" này để cho qua cơn đói. Mà có khô dầu để ăn đã tốt...  Còn phía đằng sau của cái tiệm thúng bán khô dầu này là những xác người, có thể đã chết hoặc đang sống, không ai để ý, chẳng ai quan tâm. Vì hình ảnh người chết đói đã quá quen thuộc, vì người ta còn không đủ nuôi thân chứ đừng nói là lo cho những người xa lạ.  Khung cảnh tái hiện lại những gì đã diễn ra ở 80 năm trước không khỏi khiến chúng ta xót xa, đau lòng...  Theo: Tifosi #tiepluatuhao				Vũ	L	
09/08/25 - 17:30	FP - Chuyện của Hà Nội	Minh Vũ	Dạ đây ạ	527208914_1025481346197913_8686227347343180615_n.png			Vũ		
09/08/25 - 17:30	FP - Chuyện của Hà Nội	Minh Khuê Lê	ui a đọc lại vẫn còn sai nhiều chính tả lắm				Vũ		
09/08/25 - 17:30	FP - Chuyện của Hà Nội	Minh Vũ	@Thanh Bình				Vũ		
09/08/25 - 17:30	FP - Chuyện của Hà Nội	Bình	em đg check lại đây gùi ạ				Vũ		
09/08/25 - 17:30	FP - Chuyện của Hà Nội	Thanh Bình	👉🏻				Vũ		
09/08/25 - 17:30	FP - Chuyện của Hà Nội	Minh Vũ	Okee rùi				Vũ		
09/08/25 - 17:30	FP - Chuyện của Hà Nội	Thanh Bình	Tám mươi năm - quãng thời gian đủ dài để một dân tộc đi qua bão tố, dựng xây cơ đồ, nhưng vẫn còn ngắn ngủi so với khát vọng hòa bình vĩnh cửu. Lời của Đại đức Thích Tuệ Minh như tiếng chuông ngân, nhắc nhớ rằng hạnh phúc hôm nay được đánh đổi bằng máu và nước mắt của cha ông. Hãy sống sao cho xứng đáng với di sản thiêng liêng ấy.   Mỗi giấc mơ nhỏ bé cũng có thể thắp sáng tương lai của một dân tộc. Hãy cùng “Chuyện của Hà Nội” trong series “80 Giấc mơ Việt Nam” tìm và kể những câu chuyện đầy tự hào về những người Việt đang dựng xây đất nước bằng cả trái tim.  #tiepluatuhao				Vũ	L	
09/08/25 - 17:30	FP - Chuyện của Hà Nội	Bình			527406772_24603710842566215_3137825375523843387_n.mp4		Vũ	L	
09/08/25 - 17:30	FP - Chuyện của Hà Nội	Thanh Bình	@Le Thu Huong @Minh Vũ  @Hoang Tuấn Anh check giúp em bài này nữa ạ				Vũ		
09/08/25 - 17:30	FP - Chuyện của Hà Nội	Le Thu Huong	Số mấy số mấy =)))				Vũ		
09/08/25 - 17:30	FP - Chuyện của Hà Nội	Le Thu Huong	Đánh số trùng vs số của post ảnh cũng đc e ah				Vũ		
09/08/25 - 17:30	FP - Chuyện của Hà Nội	Thanh Bình	Em lại ạ=)))		530381994_24606958332241312_2699876515662006061_n.mp4		Vũ		
09/08/25 - 18:32	FP - Chuyện của Hà Nội	Thanh Bình	PHẠM NGỌC THẢO: LÀM QUAN CHO ĐỊCH, LÀM ANH HÙNG CHO TỔ QUỐC  Đại tá, Anh hùng Lực lượng vũ trang nhân dân Phạm Ngọc Thảo là một trong những huyền thoại xuất sắc nhất trong lịch sử quân sự Việt Nam. Cố Thủ tướng Võ Văn Kiệt đã trân trọng đánh giá: “Anh Phạm Ngọc Thảo đã nhận một nhiệm vụ đặc biệt, chưa từng có tiền lệ trong công tác cách mạng của chúng ta.”  Khi Hiệp định Geneva được ký kết, Đại tá tình báo Phạm Ngọc Thảo được đích thân Bí thư Xứ ủy Lê Duẩn chỉ định ở lại miền Nam, với nhiệm vụ chiến lược là thâm nhập vào hàng ngũ cấp cao của chính quyền Sài Gòn để  “phục vụ cho mục tiêu thống nhất đất nước.”  Ông đã phân tích rất hay và hấp dẫn về chiến lược, chiến thuật, về nghệ thuật cầm quân, về binh pháp Tôn tử và cách dụng binh của Trần Hưng Đạo... Những bài báo của ông đã thu hút được sự chú ý của giới quân sự Sài Gòn lúc đó, thậm chí của cả tổng thống Ngô Đình Diệm và cố vấn Ngô Đình Nhu...  Được chính quyền Ngô Đình Diệm trọng dụng, ông được thăng tới quân hàm thiếu tá. Trong thời gian làm Tỉnh trưởng Kiến Hòa (Bến Tre), ông đã cung cấp nhiều tin tức, tài liệu liên quan đến các cuộc hành quân của địch trong tỉnh và quân khu, thả hơn 2.000 tù chính trị và khôn khéo lái các cuộc hành quân “tảo thanh” của địch vào chỗ không người, góp phần quan trọng vào việc bảo toàn lực lượng cách mạng, góp phần vào thắng lợi của phong trào Đồng khởi Bến Tre.  Sau hai cuộc đảo chính bất thành, dù Mặt trận giải phóng yêu cầu rời khỏi Sài Gòn nhưng ông vẫn quyết trụ lại để tiến hành cuộc đảo chính cuối cùng. Việc lớn không thành, bị bắt và tra tấn dã man nhưng Phạm Ngọc Thảo vẫn không để lộ tung tích của mình. Cho đến lúc hy sinh (ngày 17/7/1965), không ai biết ông là một chiến sĩ tình báo cộng sản.  Máu và trí tuệ của ông đã hòa vào mạch nguồn dân tộc, để mỗi tấc đất hôm nay đều ghi dấu bóng hình một người anh hùng. Xin muôn đời tri ân Đại tá Phạm Ngọc Thảo.  Theo Vietnamplus  #nguoitrongsu02 #tiepluatuhao				Vũ	L	
09/08/25 - 18:32	FP - Chuyện của Hà Nội	Bình		527569134_2024859551653398_7545994677531195245_n.jpg			Vũ	L	
09/08/25 - 18:32	FP - Chuyện của Hà Nội	Thanh Bình		"527235001_1486676352510466_3931655633279872027_n.jpg 526102520_1824253948131188_8275875819812032170_n.jpg"			Vũ		
09/08/25 - 18:32	FP - Chuyện của Hà Nội	Bình	Tự nhiên tlth màu vàng z	528582891_613799674820904_506493494870431268_n.jpg			Vũ		
09/08/25 - 18:32	FP - Chuyện của Hà Nội	Bình	bản trc em des thì logo tlth bị chìm nên em để vàng, bản này em sửa bố cục quên back lại màu:>				Vũ		
09/08/25 - 18:32	FP - Chuyện của Hà Nội	Thanh Bình	dạ em gửi lại nhén				Vũ		
09/08/25 - 18:32	FP - Chuyện của Hà Nội	Minh Khuê Lê	bỏ nguồn vietnamplus e ơi				Vũ	L	
09/08/25 - 18:32	FP - Chuyện của Hà Nội	Minh Vũ	🙁				Vũ		
09/08/25 - 18:32	FP - Chuyện của Hà Nội	Thanh Bình	Dạ vưng ạ				Vũ		
09/08/25 - 18:32	FP - Chuyện của Hà Nội	Minh Khuê Lê				https://truongchinhtri.baria-vungtau.gov.vn/article?item=bf08f822635827b8b09cf31348c12189	Vũ		
09/08/25 - 18:32	FP - Chuyện của Hà Nội	Minh Vũ	nguồn kiểu dạng nè okee này				Vũ	L	
09/08/25 - 18:32	FP - Chuyện của Hà Nội	Thanh Bình	PHẠM NGỌC THẢO: LÀM QUAN CHO ĐỊCH, LÀM ANH HÙNG CHO TỔ QUỐC  Đại tá, Anh hùng Lực lượng vũ trang nhân dân Phạm Ngọc Thảo là một trong những huyền thoại xuất sắc nhất trong lịch sử quân sự Việt Nam. Cố Thủ tướng Võ Văn Kiệt đã trân trọng đánh giá: "Anh Phạm Ngọc Thảo đã nhận một nhiệm vụ đặc biệt, chưa từng có tiền lệ trong công tác cách mạng của chúng ta."  Sau Hiệp định Geneva 1954, cuối tháng 1-1955, Đại tá tình báo Phạm Ngọc Thảo được đích thân ông Lê Duẩn chỉ định ở lại miền Nam, thâm nhập hàng ngũ chính quyền Sài Gòn.   Qua thời gian tiếp cập, ông đã được Ngô Đình Diệm tin cậy trong công tác chính trị, an ninh nội bộ và được cử làm Tỉnh trưởng Kiến Hòa (Bến Tre) với cấp bậc trung tá (từ tháng 11-1960 đến tháng 5-1962).   Những năm làm tỉnh trưởng, ông đã cung cấp nhiều tin tức, tài liệu liên quan đến các cuộc hành quân của địch trong tỉnh và quân khu, thả hơn 2.000 tù chính trị, đây chính là lực lượng lớn cho cách mạng ở Bến Tre. Và khôn khéo lái các cuộc hành quân “tảo thanh” của địch vào chỗ không người.  Sau hai cuộc đảo chính bất thành, mặc dù cấp trên yêu cầu rời khỏi Sài Gòn nhưng Phạm Ngọc Thảo vẫn quyết trụ lại để tiến hành cuộc đảo chính cuối cùng. Việc lớn không thành, ông bị bắt và bị tra tấn rất dã man, tuy nhiên, ông không để lộ tung tích của mình. Ông mất vào đêm 17/7/1965 khi mới 43 tuổi. Cho đến lúc hy sinh, không ai biết ông là một chiến sỹ tình báo cộng sản.  Máu và trí tuệ của ông đã hòa vào mạch nguồn dân tộc, để mỗi tấc đất hôm nay đều ghi dấu bóng hình một người anh hùng. Xnguoitrongsu02 #tiepluatuhaoạm Ngọc Thảo.  Theo Trường Chính trị Bà Rịa - Vũng Tàu #nguoitrongsu02 #tiepluatuhao	"527851075_609299865308746_1689971533853299094_n.jpg 528801943_1899692247538764_1852078086395888083_n.jpg 527701567_771175108772262_2862358758826406434_n.jpg 529021215_4254607584774230_3150018013886080618_n.jpg"			Vũ	L	
09/08/25 - 18:32	FP - Chuyện của Hà Nội	Bình	em vừa sửa lại cho đúng với nguồn ạ				Vũ		
09/08/25 - 20:45	FP - Chuyện của Hà Nội	Minh Khuê Lê	Đêm nay trăng thanh gió mát tranh thủ lượn lờ tí đi thôiii	527763738_652245707889437_1382139217941911949_n.jpg			Vũ	L	
09/08/25 - 21:53	FP - Chuyện của Hà Nội	Minh Khuê Lê	Mốc Title: Ngày vì nạn nhân chất độc màu da cam Việt Nam 10/08  Ngày vì nạn nhân chất độc màu da cam Việt Nam là một ngày để tưởng nhớ về những nỗi đau chưa bao giờ lành, vẫn âm ỉ truyền qua nhiều thế hệ.  Theo số liệu từ Bộ Quốc Phòng, 4,8 triệu người Việt Nam đã bị phơi nhiễm chất độc hoá học, khoảng 3 triệu người là nạn nhân chất độc da cam. Hàng trăm nghìn nạn nhân đã qua đời hoặc vật lộn với sự sống, hàng trăm nghìn trẻ em bị dị dạng, dị tật bẩm sinh bởi chất độc da cam. Sự khắc nghiệt của chiến tranh không hề mất đi mà còn để lại hậu quả tàn nhẫn cho thế hệ sau đó.  Nỗi đau của họ không chỉ là câu chuyện của riêng quá khứ, mà là trách nhiệm, sự san sẻ của thế hệ hôm nay và mai sau. Để từ nỗi đau, mầm xanh hy vọng vẫn tiếp tục vươn lên.  Ảnh: NSNA Trần Thế Phong	527180147_1405436740666302_2589838230195942631_n.png			Vũ	L	
